Statename,FIPS,Date,Days_from_Ref,RelativeMobility,CumulativeMobility,Actual-Predict,FatalityRA,CumFatality_Stayput,SchoolOpenNow1%,SchoolOpenNow2%,MaskMandate25%,MaskMandate50%,Shutdown1week,Shutdown2week,Population
Colorado,8,2020-9-10,171,,,Prediction,5.2085785250929,1996.34419348587,1996.34419348587,1996.34419348587,1996.34419348587,1996.34419348587,1996.34419348587,1996.34419348587,5758736
Washington,53,2020-9-10,152,,,Prediction,16.696489488013,2085.44487544072,2085.44487544072,2085.44487544072,2085.44487544072,2085.44487544072,2085.44487544072,2085.44487544072,7614893
Minnesota,27,2020-9-10,149,,,Prediction,11.6772323931537,1985.99519657977,1985.99519657977,1985.99519657977,1985.99519657977,1985.99519657977,1985.99519657977,1985.99519657977,5639632
Tennessee,47,2020-9-10,150,,,Prediction,35.2287034471421,2103.11967521097,2103.11967521097,2103.11967521097,2103.11967521097,2103.11967521097,2103.11967521097,2103.11967521097,6829174
Missouri,29,2020-9-10,149,,,Prediction,10.2502307256791,1575.52095636942,1575.52095636942,1575.52095636942,1575.52095636942,1575.52095636942,1575.52095636942,1575.52095636942,6137428
Nevada,32,2020-9-10,150,,,Prediction,27.8371447735736,1579.26462692513,1579.26462692513,1579.26462692513,1579.26462692513,1579.26462692513,1579.26462692513,1579.26462692513,3080156
Wisconsin,55,2020-9-10,152,,,Prediction,5.3342629542389,1184.52359495262,1184.52359495262,1184.52359495262,1184.52359495262,1184.52359495262,1184.52359495262,1184.52359495262,5822434
Rhode Island,44,2020-9-10,146,,,Prediction,0.677094732828996,1056.42696016401,1056.42696016401,1056.42696016401,1056.42696016401,1056.42696016401,1056.42696016401,1056.42696016401,1059361
Iowa,19,2020-9-10,159,,,Prediction,11.1618147888714,1220.57519484147,1220.57519484147,1220.57519484147,1220.57519484147,1220.57519484147,1220.57519484147,1220.57519484147,3155070
New Jersey,34,2020-9-11,162,,,Prediction,4.83828697506743,15996.2540035773,15996.2540035773,15996.2540035773,15996.2540035773,15996.2540035773,15996.2540035773,15996.2540035773,8882190
California,6,2020-9-11,163,,,Prediction,172.698270603501,14908.4328363767,14908.4328363767,14908.4328363767,14908.4328363767,14908.4328363767,14908.4328363767,14908.4328363767,39512223
Texas,48,2020-9-11,83,,,Prediction,361.374368382345,16364.0344193945,16364.0344193945,16364.0344193945,16364.0344193945,16364.0344193945,16364.0344193945,16364.0344193945,28995881
Florida,12,2020-9-11,83,,,Prediction,141.204970774977,12802.7366073989,12802.7366073989,12802.7366073989,12802.7366073989,12802.7366073989,12802.7366073989,12802.7366073989,21477737
Massachusetts,25,2020-9-11,157,,,Prediction,18.1416185753798,9250.26013048433,9250.26013048433,9250.26013048433,9250.26013048433,9250.26013048433,9250.26013048433,9250.26013048433,6892503
Illinois,17,2020-9-11,157,,,Prediction,18.8645275007089,8456.86184526893,8456.86184526893,8456.86184526893,8456.86184526893,8456.86184526893,8456.86184526893,8456.86184526893,12671821
Pennsylvania,42,2020-9-11,157,,,Prediction,21.9691572869075,7902.29016378467,7902.29016378467,7902.29016378467,7902.29016378467,7902.29016378467,7902.29016378467,7902.29016378467,12801989
Michigan,26,2020-9-11,159,,,Prediction,10.3740705349638,6769.62433494761,6769.62433494761,6769.62433494761,6769.62433494761,6769.62433494761,6769.62433494761,6769.62433494761,9986857
Georgia,13,2020-9-11,83,,,Prediction,94.3022773096499,6613.69553680342,6613.69553680342,6613.69553680342,6613.69553680342,6613.69553680342,6613.69553680342,6613.69553680342,10617423
Arizona,4,2020-9-11,83,,,Prediction,21.5688044745673,5344.54299311398,5344.54299311398,5344.54299311398,5344.54299311398,5344.54299311398,5344.54299311398,5344.54299311398,7278717
Louisiana,22,2020-9-11,161,,,Prediction,40.7792617866308,5403.54081790714,5403.54081790714,5403.54081790714,5403.54081790714,5403.54081790714,5403.54081790714,5403.54081790714,4648794
Connecticut,9,2020-9-11,157,,,Prediction,1.2496047829661,4479.81462068772,4479.81462068772,4479.81462068772,4479.81462068772,4479.81462068772,4479.81462068772,4479.81462068772,3565287
Ohio,39,2020-9-11,155,,,Prediction,28.750040170013,4591.44413607822,4591.44413607822,4591.44413607822,4591.44413607822,4591.44413607822,4591.44413607822,4591.44413607822,11689100
Maryland,24,2020-9-11,151,,,Prediction,8.94742463780442,3850.8782525218,3850.8782525218,3850.8782525218,3850.8782525218,3850.8782525218,3850.8782525218,3850.8782525218,6045680
Indiana,18,2020-9-11,156,,,Prediction,10.9450983062597,3427.18968089743,3427.18968089743,3427.18968089743,3427.18968089743,3427.18968089743,3427.18968089743,3427.18968089743,6732219
South Carolina,45,2020-9-11,83,,,Prediction,21.9844939142736,3038.0639094621,3038.0639094621,3038.0639094621,3038.0639094621,3038.0639094621,3038.0639094621,3038.0639094621,5148714
North Carolina,37,2020-9-11,149,,,Prediction,24.1778752652688,2989.45839409565,2989.45839409565,2989.45839409565,2989.45839409565,2989.45839409565,2989.45839409565,2989.45839409565,10488084
Virginia,51,2020-9-11,151,,,Prediction,12.5277427347358,2719.58373030762,2719.58373030762,2719.58373030762,2719.58373030762,2719.58373030762,2719.58373030762,2719.58373030762,8535519
Mississippi,28,2020-9-11,123,,,Prediction,29.2471519276997,2769.32361886924,2769.32361886924,2769.32361886924,2769.32361886924,2769.32361886924,2769.32361886924,2769.32361886924,2976149
Alabama,1,2020-9-11,166,,,Prediction,16.43853846919,2345.0024871768,2345.0024871768,2345.0024871768,2345.0024871768,2345.0024871768,2345.0024871768,2345.0024871768,4903185
Colorado,8,2020-9-11,172,,,Prediction,5.31959297717301,2001.66378646305,2001.66378646305,2001.66378646305,2001.66378646305,2001.66378646305,2001.66378646305,2001.66378646305,5758736
Washington,53,2020-9-11,153,,,Prediction,16.8937487853549,2102.33862422607,2102.33862422607,2102.33862422607,2102.33862422607,2102.33862422607,2102.33862422607,2102.33862422607,7614893
Minnesota,27,2020-9-11,150,,,Prediction,11.8956549174528,1997.89085149722,1997.89085149722,1997.89085149722,1997.89085149722,1997.89085149722,1997.89085149722,1997.89085149722,5639632
Tennessee,47,2020-9-11,151,,,Prediction,35.841440447176,2138.96111565815,2138.96111565815,2138.96111565815,2138.96111565815,2138.96111565815,2138.96111565815,2138.96111565815,6829174
Missouri,29,2020-9-11,150,,,Prediction,10.4110518796238,1585.93200824905,1585.93200824905,1585.93200824905,1585.93200824905,1585.93200824905,1585.93200824905,1585.93200824905,6137428
Nevada,32,2020-9-11,151,,,Prediction,28.720655919796,1607.98528284493,1607.98528284493,1607.98528284493,1607.98528284493,1607.98528284493,1607.98528284493,1607.98528284493,3080156
